Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,password,course_name,SignUpDate,LastActiveDate,comment
S1784,Sara,Davis,student784@university.com,Female,23,Mathematics,y69O@bXuL!,"5    NaN
Name: CourseName, dtype: str",2023-01-28,2024-05-26,"I have to confess that it training is really great I really recommend it!, Monica is a great Teacher!, it training provides very useful content and resources!, Thanks a lot Monica!!!
Interessante para quem é totalmente leigo e busca uma INTRODUÇÃO ao assunto. Porém pobre em detalhes, professor não transmitiu total domínio e detalhes das plataformas. A parte de edição no KindleCreate foi basicamente o autor conferindo a pré visualização do próprio livro que não tem relevância nenhuma para quem quer publicar uma obra (e o que reduziria 1h ou mais de curso). Faltou dar mais atenção às informações, dicas e padrões de formatação, comparar as plataformas citadas, as vantagens questão de custos, porcentagens e etc. Muitas informações ficaram incompletas, precárias e não transmitem muita credibilidade.
"
S1785,Ali,Jones,student785@university.com,Female,19,Engineering,a%mZR7am2g,"35    NaN
Name: CourseName, dtype: str",2023-05-18,2024-05-20,"Great
This course is so amazing. We get to know a lot about spirituality and meditation, and how it enriches our lives.
"
S1786,Omar,Williams,student786@university.com,Male,21,Engineering,ggb14PD0Zd,"35    NaN
Name: CourseName, dtype: str",2023-01-16,2024-02-12,"I am a total beginner and I learned how to make the noodles and the package and feel so proud of the result. She is a great teacher who makes blender look so easy. Thank you for this amazing course
Cours très bien expliqué et très pratique.
"
S1787,Liam,Johnson,student787@university.com,Female,21,Business,!jG#!nkLt%,"20    NaN
Name: CourseName, dtype: str",2023-03-28,2024-01-29,"What a wonderful overview of the body systems with bringing awareness to the importance of being in balance. Miranda offered great suggestions on activities to embark on for each system to bring about balance. I truly enjoyed the final guided meditation--so relaxing. Thank you!
This is a scam. There are only two questions.
"
S1788,Liam,Davis,student788@university.com,Male,19,Engineering,BOuUoEdcO%,"35    NaN
Name: CourseName, dtype: str",2023-06-27,2024-04-02,"So far I am enjoying this course a lot. The instructor is explaining the topics in an easy way and I am loving her style of teaching.
Me parece muy bueno hasta este momento el curso.
"
S1789,Omar,Brown,student789@university.com,Male,21,Mathematics,WI!FGYhMJA,"5    NaN
Name: CourseName, dtype: str",2023-10-13,2024-02-14,"Content is ok/good, but sound quality is poor.
This was really amazing drawing. I have been following you from YouTube. I just loved all your drawings. This street lamp drawing was very useful for me. I have also tried this and luckily managed to draw a nice one but not as yours.
Keep posting more videos.
"
S1790,Emma,Smith,student790@university.com,Male,24,Business,f$qaO&pLt$,"20    NaN
Name: CourseName, dtype: str",2023-11-27,2024-06-12,"Correspond parfaitement à mes attentes pour comprendre comment monter son entreprise mais également comment survivre dans un environnement qui change constamment.
L'information était utile et présenté de façon agréable à écouter.
"
S1791,Liam,Jones,student791@university.com,Male,19,Business,#PF%tq&wzm,"20    NaN
Name: CourseName, dtype: str",2023-05-13,2024-03-23,"l'explication est très bien détaillé
The questions gave a comprehensive revision of the entire PMBOK. I went through the review after submission of the exam,although I did not solve it completely, and went through all the answers and explanations and referred PMBOK for any confusion. It helped me pass my PMP.
"
S1792,Ahmed,Brown,student792@university.com,Male,18,Mathematics,VeWKIWkIFq,"5    NaN
Name: CourseName, dtype: str",2023-08-28,2024-01-05,"The Discipline of Children by Dr. Joseph Lao is an insightful parenting course that helps parents think about discipline in terms of facilitating self-discipline in our children versus reacting emotionally or reactively to misbehavior. The course helps you set disciplinary goals, create realistic expectations for your child and pinpoints some common causes of child misbehavior and gives concrete examples of positive disciplinary practices. The course includes both a workbook and in demand video, both were available for download on my phone. It made it practical to listen to the course on my commute or read on my phone on any downtime. There is a pretest and post-test to gauge your comprehension of the material.  Overall a solid investment of time with practical advice.
Very clear and concise. Great summary of what I need to prepare before the interview!
Thanks!
"
S1793,Maria,Davis,student793@university.com,Male,19,CS,SqQ@!G#$08,"50    NaN
Name: CourseName, dtype: str",2023-01-12,2024-02-19,"内容がわかりやすく勉強になりました！
A really insightful course.
"
S1794,Ali,Davis,student794@university.com,Female,22,Business,FtzgQ6brjx,"20    NaN
Name: CourseName, dtype: str",2023-06-21,2024-03-29,"Excelente treinamento mostra realmente o que vivenciamos nosso dia a dia.
A great course with a lot of insider-tips! If you want to excell in your next job interview then I highly recommend to take this class.
"
S1795,Omar,Williams,student795@university.com,Female,22,CS,AWXtWNKlNE,"50    NaN
Name: CourseName, dtype: str",2023-02-28,2024-01-12,"This course is very useful. Hatsoff your teaching style.
Can hardly hear the teacher with volume up as far as possible (other videos play with normal volume). The captions are in Portugese and hitting the translate button does nothing. The information does not tell me how to put a vector together or the steps to take to sell the vector to Shutter Stock (although may be he will cover that later, However, since I can't hear much of what he is sayiing it is not doing me any good.
"
S1796,Ahmed,Davis,student796@university.com,Female,20,Mathematics,&fiS8Ae8uI,"5    NaN
Name: CourseName, dtype: str",2023-12-27,2024-05-05,"Verry good cours
Excelente Curso Raul
"
S1797,Omar,Jones,student797@university.com,Male,21,Mathematics,SfgRlfEIXW,"5    NaN
Name: CourseName, dtype: str",2023-01-21,2024-03-30,"Corso molto diretto, esaustivo e ben fatto. Il docente è molto preparato, competente e schietto.
Corso assolutamente consigliato
Sehr strukturiert, vollständig und gut erklärt. Mit dieser einfachen Recherche und Planung fühle ich mich sehr gut aufgestellt. Hätte ich mal viel früher buchen sollen :)
"
S1798,Ali,Brown,student798@university.com,Female,23,Business,C1UviZreAh,"20    NaN
Name: CourseName, dtype: str",2023-08-22,2024-05-08,"Os professores não sabem dançar Tango Argentino e muito menos ensinar! Se eu não sei falar chinês também não saberei ensinar!
Teachers do not know how to dance Tango Argentino, much less know how to teach it! If I can't speak Chinese, I won't be able to teach either!
Khoá học hướng dẫn chi tiết về typescript , rất nên học
"
S1799,John,Jones,student799@university.com,Male,21,Engineering,R4$xj$QFMO,"35    NaN
Name: CourseName, dtype: str",2023-03-21,2024-06-07,"Hasta ahora va muy interesante el curso, regularmente no necesito muchas herramientas para hacer mi trabajo y veo que un office gratuito me complementaria perfectamente, muy interesante las propuestas!
The course is practical and easy to follow.  It gives a strategy that a beginner can impliment right away
"
S1800,Ali,Johnson,student800@university.com,Female,24,Business,UPcr0K%3@H,"20    NaN
Name: CourseName, dtype: str",2023-05-30,2024-01-24,"Very educational. I love the informality style while learning.
Curso muito bem estruturado, com temas atuais e ótima apresentação!
"
S1801,Emma,Johnson,student801@university.com,Male,19,Engineering,0yiLhAQ2fr,"35    NaN
Name: CourseName, dtype: str",2023-11-23,2024-02-10,"Doing it outside was great but the wind in the microphone was a bit harsh
a very comprehensive and easy to understand course.  Thank you for this great course- very thorough and detailed
"
S1802,Ali,Smith,student802@university.com,Female,23,CS,EdEZT2Vzjy,"50    NaN
Name: CourseName, dtype: str",2023-11-09,2024-02-13,"有邏輯跟系統的講解。但基礎要有才聽的懂。
Great course to get started with MS Word automation using Java!
"
S1803,Ali,Smith,student803@university.com,Male,23,Engineering,2BF*QL6Zuc,"35    NaN
Name: CourseName, dtype: str",2023-02-08,2024-05-23,"nie koniecznie warte zapłaconej kwoty
Estou gostando muito do curso!
"
S1804,Emma,Johnson,student804@university.com,Female,21,Business,hAG2zBAvuL,"20    NaN
Name: CourseName, dtype: str",2023-12-01,2024-04-07,"This course was amazing. Mandy's teachings are a real gem to those fortunate to find them. Thank you for sharing your knowledge with us.
I was hoping for more specific examples how what and how to do what was being said.  Nothing concrete.
"
S1805,Maria,Davis,student805@university.com,Male,23,Engineering,yjF5vzusq9,"35    NaN
Name: CourseName, dtype: str",2023-04-30,2024-01-07,"most of the info so far I already know
Me encanta este curso lo termine y lo estoy volviendo a repasar . Como siempre los cursos de Guido Rosas son excelente y de un gran valor .
"
S1806,Liam,Jones,student806@university.com,Female,23,Mathematics,muddxQIoaP,"5    NaN
Name: CourseName, dtype: str",2023-03-30,2024-04-08,"The copywriting notions presented are probably good. This course is called ""Copywriting Secrets To Grow Life Coaching Business Online"". I have progressed through about 1/3 of the content and apart from the intro, it does not seem to be fine-tuned to the specific needs of ""coaching businesses"". It looks like a generic course that has been specifically branded for coaches but with no adaptation of the content.
Lessons were too vague and general. Audio was bad at some point. Not worth the money.
"
S1807,Ali,Johnson,student807@university.com,Male,22,CS,bsk9lOwGB3,"50    NaN
Name: CourseName, dtype: str",2023-12-14,2024-02-18,"did not fulfil its description of course
very informative thanks for the easy and simple explanation but should multiple CTScans images should be shown, compared & explained on full screen for reference, and please include rehabilitation process steps for vision, speech, hand-leg movement, and an overview on neuroplasticity. once again thanks for your efforts. I will wait for an update on my request w.r.t. this course.
"
S1808,Emma,Smith,student808@university.com,Female,18,Mathematics,6FjeLt$og%,"5    NaN
Name: CourseName, dtype: str",2023-05-06,2024-03-03,"He make it looks easy but when a total beginner like me can’t catch up to him. And can’t see his cursor and it really irritates me. I want to know what he is clicking. There are time I can see what he is talking about then when he change the topic I have to look for the cursor what he is talking about. But someone who has a background at editing may find this course helpful.
Tecnicamente ok, entregou o que promete.
Recomendo cursos de gramática e  de inglês com urgência! Muitos erros de grafia e pronúncia em português e inglês!
"
S1809,Ahmed,Johnson,student809@university.com,Female,19,Mathematics,cZjHldOwj9,"5    NaN
Name: CourseName, dtype: str",2023-06-07,2024-04-11,"Very Close To The Real EXAM !!!
Es muy bueno explicando, quizá necesitaría mas contenido el curso, pero es bueno para iniciarse o aclarar algunas ideas
"
S1810,John,Davis,student810@university.com,Female,21,Mathematics,*Ml3mGv!Nn,"5    NaN
Name: CourseName, dtype: str",2023-03-18,2024-05-01,"Cette formation est complète. Elle m'a permis de savoir comment investir dans le crowdfunding dans les meilleurs conditions possibles et en toute sécurité. J'ai pu connaître les plateformes de crowdfunding, là où je vais pouvoir m'inscrire pour investir. J'ai vu aussi qu'il est possible d'investir à partir d'une petite somme d'argent. On n'est pas obligé d'avoir une grosse somme d'argent pour investir dans le crowdfunding.
Sie hat allles ziemlich gut erklärt
"
S1811,John,Johnson,student811@university.com,Male,22,Mathematics,T62fUtnYV5,"5    NaN
Name: CourseName, dtype: str",2023-10-18,2024-03-23,"slow paced and very comprehensive course. Easy to learn and easy to follow.
easy to learn, great content
"
S1812,Ali,Jones,student812@university.com,Male,24,Engineering,$4L3Ju*5IQ,"35    NaN
Name: CourseName, dtype: str",2023-09-26,2024-02-20,"Very good content. There is no ""mind blowing revolucionary tip"" but it is good to have everything organized and well explained. I'll definitely use these guides everytime I have to present anything at the company.
The instructor is clear and precise. What I liked the most is how the course focuses on actual sales & bd and not marketing. Delivered as promised! I recommend this course.
"
S1813,Maria,Brown,student813@university.com,Male,24,Mathematics,g489V6X7TT,"5    NaN
Name: CourseName, dtype: str",2023-04-11,2024-02-10,"Very Good course, Full of valuable information!
So far not what I anticipated
"
S1814,Maria,Davis,student814@university.com,Male,20,Engineering,DM12wkztpe,"35    NaN
Name: CourseName, dtype: str",2023-03-19,2024-06-04,"Enseñanza clara y precisa, sobre todo para aquellos que no tienen mucho conocimiento del email marketing usando esta nueva aplicación como es Mailerlite
Für BWLer eine kurzer Schnellüberblick/Wiederholung
"
S1815,Ahmed,Smith,student815@university.com,Male,23,Mathematics,B5zGwKb4QL,"5    NaN
Name: CourseName, dtype: str",2023-03-13,2024-04-12,"Cours intéressant malgré des bug du logiciel Goanimate
Muy rápido el proceso de aprendizaje, debe ser más pausado
"
S1816,Ali,Jones,student816@university.com,Female,23,Business,@uPs6ggiSj,"20    NaN
Name: CourseName, dtype: str",2023-04-24,2024-04-11,"wow
the course is really good and the tests help you cement what you have learnt. I am very happy!
"
S1817,John,Johnson,student817@university.com,Male,21,Mathematics,KInvUHxwKL,"5    NaN
Name: CourseName, dtype: str",2023-09-06,2024-03-27,"no video
Ergänzung: Prüfung bestanden DANKE!!! 
Irgendwie anders, irgendwie interessant... Habe den Kurs wiederholt angehört und bin begeistert. Werde im nächsten Schritt die Arbeitsblätter ausprobieren, bin gespannt
"
S1818,Maria,Johnson,student818@university.com,Female,18,Business,OU0EAi9N&4,"20    NaN
Name: CourseName, dtype: str",2023-07-20,2024-01-16,"It is great so far.
Great explanation :) Learning same concepts and chemistry hacks from same teacher.. 8 years but still the fresh :)
"
S1819,Ali,Brown,student819@university.com,Female,18,Engineering,w8d$cWmCEP,"35    NaN
Name: CourseName, dtype: str",2023-10-23,2024-01-20,"Для получения представления о среде разработки и основе языка оптимальный урок. Очень расстраивает качество видео. 720 в окне - очень плохо выглядит. Смотреть и повторять очень тяжело.
いつもYouTubeを見ながらやっていたけど、若い人の動画や運動ができる人の動画を見ながらやっても私はなかなか続きかないと思い、今回の講座に申し込みしてみました。頑張りすぎるとすぐにやめてしまうとわかっておきながら、ついつい頑張ってしまっていました。講座を最後まで見て分かりました。自分に合った頑張りすぎないメニューが継続する為には大切なのだと。自分のメニューが作れてからは、頑張っても1週間しか運動ができなかった私が、毎日無理なくできています。メニューを少しずつ変えながらこれからも毎日継続できるメニューに作り替えてがんばってみようと思います。この講座に申し込みをして、とても良かったと満足しております。
"
S1820,Omar,Smith,student820@university.com,Male,21,CS,#0%UKJG&!Q,"50    NaN
Name: CourseName, dtype: str",2023-09-17,2024-06-12,"It's the continuation of the first course I took with her and it's really what I'm looking for. A little bit more advance with still basic exercises to practice and improve steadily. I'm not looking to become bilingual but for my next trip I feel like I will get a much much better life experience by communicating as much as I know in Nepali.
It is very interesting and useful information
"
S1821,Maria,Smith,student821@university.com,Female,21,Engineering,0ynKzvOAVp,"35    NaN
Name: CourseName, dtype: str",2023-10-26,2024-06-01,"Super Tipps, die man üben kann. Theorie und Praxis kombiniert, das hilft ungemein.
Ottimo video corso con spiegazione chiara dei vari passaggi. Il piatto cucinato insieme a mia figlia è risultato buonissimo e super leggero. Un nuovo modo di cucinare piatti gustosi della cucina italiana tradizionale ma in modo più leggero!
"
S1822,Emma,Williams,student822@university.com,Male,22,CS,Ql1ua@g1j6,"50    NaN
Name: CourseName, dtype: str",2023-11-29,2024-04-15,"Curso que va de menos a más. Da una visión global de potencial de DAX y te asienta unas bases para profundizar todo lo que necesites.
emocionante
"
S1823,Omar,Smith,student823@university.com,Male,24,CS,@IYqxIBMDx,"50    NaN
Name: CourseName, dtype: str",2023-02-24,2024-03-26,"Курс показался очень полезным и информативным! Оценку поставил Отлично. Надеюсь в следующих уроках, автор будет использовать темную тему и нормальный цветовой стиль кода на IDE.
Well detailed and a great teaching!
"
S1824,Liam,Brown,student824@university.com,Male,21,Mathematics,tu8Z%ch1wM,"5    NaN
Name: CourseName, dtype: str",2023-08-31,2024-06-02,"Practical information for life!
説明時の音量にばらつきがあり、聴きとるのにストレスを感じっる場面が多々ありました。
内容は素晴らしいだけにちょっと残念。
音量調整ソフトの見直しや、アップロード前のチェックをもう少し強化してほしい！
"
S1825,Maria,Williams,student825@university.com,Female,24,CS,EszCWr8Ug$,"50    NaN
Name: CourseName, dtype: str",2023-07-17,2024-03-15,"Really liked this course. It's super compressed and you get all needed information within half of hour. And like two examples which I used to understand and make better images. Recommend!
Could have been better with some live market examples, its easy to show the strategy and setup on existing graph but how do you apply it in live market to showcase that is really important
"
S1826,John,Williams,student826@university.com,Male,20,Engineering,kCrHotGe9L,"35    NaN
Name: CourseName, dtype: str",2023-11-08,2024-04-21,"It is obvious that the instructor does not have a grasp of the material presented. He fails to show how his mistakes were fixed meaning he did not know and ask someone else. I am quite disappointed as I take courses on Udemy a lot. If you are going to teach, make sure you know more than the student less the student teach you.
love it!
"
S1827,Sara,Johnson,student827@university.com,Male,24,Mathematics,mRq9yR#Bds,"5    NaN
Name: CourseName, dtype: str",2023-03-01,2024-04-04,"Ich empfand Kurs und Dozent(!) als sehr hilfreich und motivierend! Vielen Dank.
Всё прекрасно!
"
S1828,Omar,Johnson,student828@university.com,Male,22,CS,ssEsxcBKZ2,"50    NaN
Name: CourseName, dtype: str",2023-01-19,2024-05-17,"Explanation of this course is really clear and easy to follow, nice coverage of the basic fundamentals, this course provide me all technical concepts that I need to understand.
Excellent course very well explained. 
To start with if you want to learn about SVG such as Basic Shapes, Transformation, Paths, Patterns, Gradients, Animation and scripting, using CSS.
I learned things that I didn't know.
Thank you
"
S1829,Liam,Smith,student829@university.com,Female,23,Engineering,B5&B@4ToAG,"35    NaN
Name: CourseName, dtype: str",2023-09-11,2024-01-16,"The videos are well done. Rahim shares from his personal experience and is authentic. I like that he explains how to get started and progress on the Preply and Italki platforms, very valuable. The differentiation between professional and community teachers and the detailed guidance given to community tutors is also very welcome.
I loved it! I think it really helped me with my pronunciation! Shokran Ali!
"
S1830,Ahmed,Williams,student830@university.com,Male,23,CS,ph$vTH#k36,"50    NaN
Name: CourseName, dtype: str",2023-11-27,2024-04-03,"とても丁寧で分かりやすいレクチャーで、先生の笑顔もすごく素敵で楽しく学べました！日常生活に是非取り入れて続けていきたいです。頑張ります！
بارك الله فيك
"
S1831,Ahmed,Johnson,student831@university.com,Female,24,CS,orcV$qTnIR,"50    NaN
Name: CourseName, dtype: str",2023-10-06,2024-02-28,"Great and Informative Trading Course.
Thank you
El audio no se escucha bien y falta más contenido en pantalla.
"
S1832,John,Brown,student832@university.com,Female,23,Mathematics,CF0h9!XPAL,"5    NaN
Name: CourseName, dtype: str",2023-10-27,2024-04-18,"Very well explained in easy way. I loved it. Thank you very much sir!!!
This is the fundamental course required for the learner to build on. I enjoyed the initial videos wherein the instructor introduced us to Molecular Visualization. The demonstration of protein-ligand interaction and active site identification is practical for a new learner. Thank you very much for the course.
"
S1833,Maria,Johnson,student833@university.com,Male,23,Mathematics,@kNjbcMfNF,"5    NaN
Name: CourseName, dtype: str",2023-05-20,2024-04-25,"A Adriana é super dinâmica na explicação, foi bem top. Recomendo.
As an African i can say that i was really proud and impress at how well you managed to explain all the question . Thank you and i have subscribed to the course
"
S1834,Ali,Davis,student834@university.com,Female,19,Engineering,Oig%J1Eixx,"35    NaN
Name: CourseName, dtype: str",2023-02-23,2024-05-11,"Для начала, что бы начать хоть, что-то понимать очень хорошо.
no se escuha bien, pesima calidad en la forma de dar la explicacion
"
S1835,Maria,Davis,student835@university.com,Female,20,Mathematics,o5ZeD&qR0w,"5    NaN
Name: CourseName, dtype: str",2023-03-13,2024-05-31,"pemateri harus lebih bisa membawakan materi dengan lebih menarik
buen curso ,trata los temas como deben ser y muy claro
"
S1836,John,Johnson,student836@university.com,Male,22,Mathematics,ea5JcydrJ*,"5    NaN
Name: CourseName, dtype: str",2023-05-29,2024-01-03,"This course is not good at all
I really like the depth of content and the way how everything is explained. The instructor shows a lot of variations and game options.
"
S1837,Ahmed,Williams,student837@university.com,Male,22,Business,b&JHOJD7%%,"20    NaN
Name: CourseName, dtype: str",2023-05-25,2024-03-10,"this course is very basic but very good to start with
it was awesome
"
S1838,Maria,Williams,student838@university.com,Male,23,Business,8XADqxoX0Q,"20    NaN
Name: CourseName, dtype: str",2023-02-20,2024-06-09,"This was a great course, but I wish the teacher would've tried to use more examples/sentences for each word and a mnemonic for how to remember the word.
Excelente explanação sobre a norma, com diversas dicas. Recomendado! Ao professor Tiago, recomendo gravar um vídeo prático, próprio, da realização do ensaio com mais algumas dicas e pontos a se observar.
"
S1839,Ahmed,Jones,student839@university.com,Female,18,Engineering,RSi8G4y3YT,"35    NaN
Name: CourseName, dtype: str",2023-07-22,2024-04-05,"I never knew that we could make all these sales so simple. Im glad I enrolled
Amo os cursos dessa professora!
"
S1840,Omar,Davis,student840@university.com,Male,22,Mathematics,EQOM&5E#c2,"5    NaN
Name: CourseName, dtype: str",2023-11-25,2024-01-28,"I am overall pretty satisfied by the course. It contains a multitude of mini-tasks to help you learn. More or less it covers the most significant aspects.
To be perfectly honest, I loved this course because it was useful and interesting. It also has a lot of ambiguous words that I never come across.
"
S1841,Liam,Brown,student841@university.com,Female,20,Engineering,PvIODfkbkX,"35    NaN
Name: CourseName, dtype: str",2023-02-13,2024-05-09,"I enjoyed the course but I think it would have been easier to digest if it was split into more than 3 sections.
wasted my money, this course is not a valuable course at all.
"
S1842,Ali,Williams,student842@university.com,Female,21,Business,0pOpZmJOBi,"20    NaN
Name: CourseName, dtype: str",2023-11-17,2024-03-16,"This is good bundle course, I am really enjoying it a lot!
Interessante! Bem novo o conteúdo.
"
S1843,Omar,Smith,student843@university.com,Female,20,Business,yrp3TH!DB6,"20    NaN
Name: CourseName, dtype: str",2023-06-03,2024-03-30,"Sim.
The instructor is very competent and provides good step by step instructions. Clean clear and concise. All steps are very well documented (including some esoteric options that would not be easy to figure out when for someone who is not a native mac developer). This has saved me days in setting up a macOS react-native app while at the same time getting me up to speed with some of the essential concepts for linking to native code.
"
S1844,Ahmed,Davis,student844@university.com,Female,23,Business,y$kd850JxX,"20    NaN
Name: CourseName, dtype: str",2023-02-13,2024-06-01,"Четко, и главное ПО ДЕЛУ (что в наше время редкость!) разложили все по полочкам. 
Спасибо за курс. 4.5 потому что хотелось бы побольше проверочных заданий и тестов.
Molto semplice e divertente. Ottimo per i principianti. Complimenti
"
S1845,Ahmed,Brown,student845@university.com,Female,23,Engineering,h5I4nIFSmc,"35    NaN
Name: CourseName, dtype: str",2023-05-21,2024-04-11,"astonishing
It was great for me as I am just beginning to use GMAIL so I have an overview of its features.  I would like to know if I am able to replay the training and until when.  Kevin is a great presenter and I wish he could spend more time to allow students time to practice as he is conducting each video.
"
S1846,Sara,Brown,student846@university.com,Male,19,Mathematics,24yCwY@jD#,"5    NaN
Name: CourseName, dtype: str",2023-06-09,2024-05-07,"Very enjoyable little course with valuable writing tips for the beginner  and helpful advice about the mindset needed to achieve your goals. Thanks for sharing your wisdom!
Some answers are just wrong, they mixed terms together, for example on Q17, Publish to Web is not the same as Power BI Embedded. The answer mixes the two! Some grammar issues all around, but the questions are at least challenging enough. Q13 also has the wrong answer, RLS in PBI for Direct query is supported for SQL server, and only Live Connections are not supported https://docs.microsoft.com/en-us/power-bi/admin/service-admin-rls. Good effort, but hopefully can improve this a little bit.
"
S1847,Sara,Williams,student847@university.com,Male,24,CS,DCz0xh2lTr,"50    NaN
Name: CourseName, dtype: str",2023-11-07,2024-02-02,"Ashley does a fantastic job walking you through a daunting task and showing how to be empowered to own your career and how to navigate this tough conversation. Her professional experience and passion to help professional women grow in their career comes through strongly in this course!
Pienso que debería estar mejor explicado y no sólo ser leído.
"
S1848,Omar,Brown,student848@university.com,Female,22,Mathematics,s3pd4KSpzj,"5    NaN
Name: CourseName, dtype: str",2023-11-30,2024-06-03,"Great short course. Learnt a lot about trading and meme stocks.
완전 유용한 강의였습니다. 도움이 많이 될 것 같습니다~
"
S1849,Emma,Williams,student849@university.com,Female,24,Engineering,vAzgzIbJ4N,"35    NaN
Name: CourseName, dtype: str",2023-07-30,2024-04-12,"Gosto muito dos cursos dessa professora! Uma visão diferenciada!
I can not see her feet in the mirror.
"
S1850,Omar,Johnson,student850@university.com,Male,24,Business,Y%nT00Pf!f,"20    NaN
Name: CourseName, dtype: str",2023-04-05,2024-06-06,"Tres bonne explications tres intéressant et utile exactement ce que j attendais. Merci
Absolutely great course!! 5 Star ?
"
S1851,Sara,Davis,student851@university.com,Male,22,CS,OGBW5qD3gY,"50    NaN
Name: CourseName, dtype: str",2023-08-05,2024-02-22,"샤이니~  훌륭한 강의 내용과 좋은 에너지 받았습니다.
Excellent SEO training, really thorough and actionable. Clear and simple, but still detailed enough to be ready to put into action. Greg is a great teacher!
"
S1852,Ahmed,Jones,student852@university.com,Female,22,Engineering,srhb1n*N@3,"35    NaN
Name: CourseName, dtype: str",2023-02-02,2024-02-02,"Ton of grammar mistakes, questions are all over the place, and no real explanations provided. The author didn’t seem to care, and it seems like just plain copy paste from other sources.
O curso te dá uma visão bem melhor de negócios.
"
S1853,John,Johnson,student853@university.com,Female,23,Business,jmNOqV3pTl,"20    NaN
Name: CourseName, dtype: str",2023-09-29,2024-03-28,"Excelente curso, fácil de entender
Angela's compiling of information relating to habit formation is very empowering and clearly presented.
"
S1854,Omar,Davis,student854@university.com,Male,22,Engineering,X6&dLILRp9,"35    NaN
Name: CourseName, dtype: str",2023-02-01,2024-01-09,"Good job
The course is conducted fully in Vietnamese with only English subtitles. It is very difficult to follow and understand for someone with totally no background in Vietnamese
"
S1855,Ahmed,Williams,student855@university.com,Male,18,CS,y8Wqes%*Bk,"50    NaN
Name: CourseName, dtype: str",2023-05-04,2024-04-29,"Although the review questions did have some typos and missing information at times, the vast majority provided good study material.
영어 울렁증 있는데 쉽고 편안하게 해주시니 너무 좋네요.부담없이 쭉~ 학습해야겠어요. ㅎ
"
S1856,John,Davis,student856@university.com,Female,18,Business,SmpuCrT5J1,"20    NaN
Name: CourseName, dtype: str",2023-04-09,2024-03-16,"It had interesting techniques.
Thanks, sir
"
S1857,John,Williams,student857@university.com,Male,21,Mathematics,jcy%h**ahP,"5    NaN
Name: CourseName, dtype: str",2023-06-10,2024-06-06,"Overall it was a good experience. Although I feel that this is not a beginner course. need to study and know a lot of things apart from the course.
다양한 상황제시 등으로 필요한 어휘들을 배울수 있어 좋아요!
"
S1858,Sara,Johnson,student858@university.com,Male,22,Engineering,ECZ5Mhpg8%,"35    NaN
Name: CourseName, dtype: str",2023-01-11,2024-02-14,"amazing
Definitely surpassed my expectations.  Not really a trading system as in 1,2,3, but more of a paradigm shift in approaching and analyzing the price action in the market. I was able to put the concepts to immediate use which is not always the case after taking a class.   This is something I will surely use from now on, in fact, I had difficulty sleeping because it was so thought provoking.  Finally, the instructor was very responsive to my questions. Thanks so much!
"
S1859,Omar,Smith,student859@university.com,Female,19,CS,ea9IuvRg$P,"50    NaN
Name: CourseName, dtype: str",2023-10-30,2024-04-07,"Esta genial!!
Muy interesante, de verdad
"
S1860,Maria,Smith,student860@university.com,Female,21,Mathematics,j93BGO5tjj,"5    NaN
Name: CourseName, dtype: str",2023-05-25,2024-02-09,"This is an excellent course.  I am very impressed with the amount of detailed information that is shared in this course.  I am also encouraged by the instructor with his knowledge.  Thank you for teaching such a great course!
There are fascinating glimpses of lesser understood aspects of the subject in this era - P B Randolph, Hilma af Klimt and Jung's Red Book. 
The summary of Theosophy helped me to evaluate more clearly what I thought was going on with HPB. I would say that HPB was not ever interested in promoting Christianity (she would have known the Eastern Orthodox Church best) and was in fact developing a loosely Buddhist-flavoured, non-colonialist, alternative to it, and was unsympathetic to all of its exceptionalist claims; Fortune's comments on the Christian Mystic Lodge of the TS were therefore most apposite.  It's more than that: I conclude that HPB is not interested in the Abrahamic family of religions in depth, possibly because she opposes all their claims of revelation and authority. I am sceptical of HPB's claims not only to travel in Asia but also to understand alleged Tibetan etc texts; where did she learn those languages? To what standard? From which teachers? The lack of corroboration by matching up with known strands in culture suggests to me that a lot was manufactured out of imagination, so I find it hard to trust the early TS material at all, after reading it extensively. She was sympathetic to broad tenets of Buddhism but I find no evidence she practised Buddhism. The Golden Rule can be found in all faiths but beyond that I see no commonality. The egalitarian claims of the TS are not substantially supported, either by empirical enquiry of its publications, or by the claims made by actual faiths.
Lots to unwrap here.  
Steiner's subdued reaction to Klimt's amazing art is possibly a sign of jealousy in a patriarchal context. She was wise to lock her work away. It needs probing by feminist writers, I suggest.
This is a very important section of the Foundations teaching project.
"
S1861,Ali,Davis,student861@university.com,Female,23,CS,BgPFZ*pKJA,"50    NaN
Name: CourseName, dtype: str",2023-12-26,2024-05-01,"Informative and relaxing.
After this course; now i believe i can save $1000s in taxes
"
S1862,Sara,Smith,student862@university.com,Male,22,Engineering,YDLjiWZW3i,"35    NaN
Name: CourseName, dtype: str",2023-11-08,2024-01-29,"Fiquei mais conhecedor do tema.
I find this course very well compiled and easy to follow.

I also find that this course provides a good overview of the Microsoft's Power BI suite as well as a set of structured instructions on how to use the components of this suite.

I would recommend this course to the students who aspire to learn how to effectively use Microsoft Power BI suite and how to produce meanigful data visualisations with it.
"
